sku,instanceType,vcpu,memory,region,price
1369,103,32,64.0,1,13.9488
3428,52,2,5.25,89,0.0
3217,665,48,384.0,15,21.8304
4819,16,48,96.0,24,21.301
3369,707,4,16.0,29,0.1917
6898,333,4,16.0,12,0.248
6503,635,16,128.0,27,1.56312
1926,43,8,16.0,22,0.559
42,421,32,128.0,22,2.1168
6723,339,32,128.0,89,1.376
4850,608,16,128.0,48,3.1608
4058,625,128,1024.0,89,14.66816
1488,337,8,32.0,16,0.0
2415,754,96,3072.0,22,0.0
5241,22,2,4.0,26,0.097
1333,153,4,8.0,15,0.67152
5077,742,16,488.0,0,0.0
4246,707,4,16.0,88,0.0
5748,379,4,16.0,89,0.8103
2270,706,2,2.0,69,0.0208
1043,23,4,8.0,89,0.17
6894,576,4,32.0,16,0.836
4409,476,96,384.0,45,6.70272
939,329,8,32.0,69,0.384
6838,343,64,256.0,69,0.0
3727,46,2,4.0,31,0.104
1691,62,2,4.0,69,0.5565
2501,510,8,61.0,69,0.665
3161,412,32,128.0,31,13.632
4765,287,8,64.0,28,1.345
401,12,16,30.0,88,6.992
1680,57,8,16.0,17,0.0
1054,611,4,32.0,17,0.302
1548,413,2,8.0,62,0.1876
5498,385,192,768.0,89,31.3344
6198,113,2,4.0,22,0.0
4687,626,16,128.0,16,0.0
2929,23,4,8.0,59,0.754
2208,535,2,16.0,71,0.181
60,188,48,192.0,6,8.71872
1056,253,2,15.25,12,0.0
1985,508,192,2048.0,88,0.0
2421,718,2,1.0,71,0.0
3980,257,8,64.0,31,3.948
6671,31,4,8.0,26,0.654
2652,187,4,32.0,11,1.004
2747,728,448,6144.0,15,65.867
1152,707,4,16.0,68,0.688
4110,352,96,384.0,71,0.0
1012,617,16,128.0,23,1.3272
3811,731,896,12288.0,89,0.0
5734,443,64,256.0,17,5.7184
5654,411,16,64.0,63,0.0
5070,753,64,2048.0,29,40.8005
666,268,64,512.0,0,14.298
2414,185,16,128.0,27,4.357
1685,52,2,5.25,2,0.213
44,21,36,72.0,47,15.401
2776,210,32,128.0,71,2.176
4715,101,128,256.0,18,8.56064
4762,353,8,32.0,11,0.488
397,16,48,96.0,55,20.677
2684,523,96,768.0,30,0.0
4872,530,64,512.0,19,0.0
6316,187,4,32.0,22,0.618
4746,753,64,2048.0,19,0.0
5456,393,16,64.0,6,0.0
2973,393,16,64.0,48,0.0
2642,395,2,8.0,89,0.077
6396,106,48,96.0,1,0.0
4684,17,72,144.0,17,3.996
248,340,2,8.0,30,0.581
2539,274,2,16.0,18,0.665
3349,10,4,7.5,57,0.394
5455,524,8,64.0,24,0.0
1899,524,8,64.0,71,0.0
3304,259,24,192.0,71,3.118
1134,107,64,128.0,39,0.0
3392,574,32,256.0,30,14.8
4676,111,16,32.0,48,0.0
2155,13,36,60.0,88,2.592
89,521,48,384.0,69,0.0
5297,34,96,192.0,47,5.184
3397,759,4,128.0,27,2.50038
5141,406,48,192.0,71,20.304
1663,276,48,384.0,71,22.5302
2215,420,16,64.0,16,1.4548
328,154,48,96.0,31,2.2932
6488,724,448,12288.0,0,138.4382
6292,111,16,32.0,5,2.8264
1961,270,8,64.0,6,0.958
4827,525,16,128.0,12,0.0
5508,182,36,244.0,27,19.38
2362,44,16,32.0,88,2.88
1070,538,64,512.0,28,6.01
6341,406,48,192.0,9,0.0
5596,102,16,32.0,22,0.8904
1900,753,64,2048.0,15,19.341
527,454,64,256.0,44,0.0
1077,65,64,128.0,17,0.0
1253,648,1,8.0,33,0.08513
97,106,48,96.0,19,4.2384
3635,203,64,256.0,19,0.0
120,132,1,2.0,12,0.0455
6210,471,32,128.0,45,0.0
4119,186,32,256.0,69,7.83552
4845,89,64,128.0,30,4.3136
4001,679,32,256.0,19,15.632
1604,698,1,0.5,16,0.0073
6100,627,32,256.0,19,3.80016
3063,368,96,384.0,69,7.334
5480,633,8,64.0,69,0.0
548,156,96,192.0,9,5.82096
2124,545,48,384.0,69,0.0
829,606,8,64.0,9,3.5168
849,40,48,96.0,19,20.928
1870,147,48,96.0,1,0.0
952,669,192,1536.0,71,84.7008
2897,331,32,128.0,26,5.68
3996,351,64,256.0,26,0.0
86,151,32,64.0,88,5.53176
4619,117,96,192.0,33,17.08416
5680,414,4,16.0,17,1.74
521,399,64,256.0,19,3.744
3350,729,224,6144.0,0,139.61075
2350,122,32,64.0,69,13.64224
5379,43,8,16.0,71,0.384
2120,17,72,144.0,2,31.104
6603,357,4,16.0,5,0.724
4654,16,48,96.0,24,3.301
2249,646,32,256.0,19,6.77664
1605,378,2,8.0,57,0.0
1173,282,32,256.0,89,6.8602
5813,423,4,16.0,9,0.0
78,611,4,32.0,18,0.0
523,644,192,1536.0,26,89.61984
5761,348,2,8.0,17,0.61
4469,546,64,512.0,57,0.0
5909,522,64,512.0,29,0.0
4773,717,2,4.0,30,0.0376
6971,773,8,64.0,19,0.0
6976,568,4,32.0,0,0.402
1609,665,48,384.0,88,0.0
3463,410,128,512.0,44,22.5504
5720,82,8,16.0,30,0.41
3018,397,4,16.0,45,0.1617
1151,236,16,128.0,17,2.0012
5037,336,96,384.0,1,0.0
4428,473,4,16.0,89,0.67152
629,564,8,64.0,31,0.0
4018,673,4,32.0,27,0.0
6751,752,128,2048.0,11,15.9252
2528,713,2,2.0,89,0.0
735,267,48,384.0,23,4.541
1145,620,4,32.0,45,0.0
2557,621,48,384.0,71,22.68936
6026,741,128,3904.0,27,0.0
3695,611,4,32.0,44,0.0
2808,68,32,64.0,6,1.2544
3359,257,8,64.0,48,2.06
5117,395,2,8.0,23,0.0856
2254,316,8,30.0,19,0.0
1799,728,448,6144.0,6,73.4382
4523,335,64,256.0,89,26.752
3923,668,8,64.0,33,1.5522
5805,377,24,96.0,89,0.0
782,432,4,16.0,27,0.42328
781,340,2,8.0,69,0.566
5898,553,48,384.0,31,3.648
472,668,8,64.0,15,0.0
5760,551,2,16.0,89,0.629
1933,340,2,8.0,57,0.618
2418,522,64,512.0,87,0.0
6957,74,8,16.0,0,0.0
5005,327,64,256.0,47,27.766
827,92,128,256.0,62,6.8
4588,210,32,128.0,26,0.0
1248,751,96,1536.0,29,12.60075
834,228,16,64.0,11,1.58889
3961,611,4,32.0,45,0.2646
3022,527,2,16.0,12,0.22
6728,272,16,128.0,10,1.916
5674,653,16,128.0,47,0.0
2755,116,64,128.0,71,4.36608
706,86,1,2.0,16,0.0
4891,522,64,512.0,88,12.16
4473,255,48,384.0,19,6.384
3558,618,32,256.0,18,2.48464
1049,578,64,512.0,11,26.288
4037,274,2,16.0,22,0.669
3257,247,32,244.0,1,20.184
4800,475,64,256.0,19,0.0
6647,41,72,144.0,30,5.357
1569,287,8,64.0,26,4.242
2314,412,32,128.0,70,2.4608
199,443,64,256.0,69,3.70944
5974,479,16,64.0,17,2.928
1068,717,2,4.0,10,0.0424
1888,408,96,384.0,15,0.0
5093,714,4,16.0,71,0.0
2294,375,8,32.0,26,0.9266
2375,416,64,256.0,28,4.4016
6051,347,32,128.0,15,0.0
2975,755,8,256.0,5,0.0
6027,539,96,768.0,22,6.912
2708,475,64,256.0,71,27.2256
843,12,16,30.0,16,0.0
20,555,96,768.0,0,0.0
2419,703,2,4.0,94,0.056
4293,720,2,2.0,23,0.0184
2146,539,96,768.0,16,43.632
4434,399,64,256.0,12,0.0
1507,554,64,512.0,48,29.632
2429,481,2,8.0,17,0.0
301,52,2,5.25,47,0.134
712,717,2,4.0,26,0.0
1228,320,40,160.0,15,2.46
322,757,16,512.0,15,5.10565
3092,707,4,16.0,36,0.236
2926,420,16,64.0,23,0.0
923,115,48,96.0,71,8.22336
662,28,16,32.0,19,0.0
1791,193,4,16.0,19,0.0
4841,271,128,1024.0,15,15.0464
2081,716,2,8.0,22,0.0736
4203,132,1,2.0,17,0.0
2562,409,8,32.0,19,3.496
6532,727,224,3072.0,26,116.9335
3493,303,8,16.0,22,3.403
858,305,4,8.0,1,0.0
4560,452,4,16.0,19,0.77946
4530,418,8,32.0,89,0.6098
1658,350,48,192.0,1,4.243
2591,711,2,1.0,16,0.0794
1326,753,64,2048.0,57,26.01
29,492,4,16.0,88,0.0
6329,503,4,61.0,89,0.0
1654,17,72,144.0,5,3.06
6308,85,2,4.0,11,0.0865
237,420,16,64.0,19,1.2264
6139,329,8,32.0,59,0.807
575,655,2,16.0,57,0.1704
1917,184,8,64.0,89,1.959
4936,177,16,32.0,89,0.78384
463,608,16,128.0,48,1.2408
5492,417,96,384.0,27,0.0
4632,413,2,8.0,22,0.0
3198,634,128,1024.0,26,15.49184
4320,356,2,8.0,57,0.18
6230,332,2,8.0,88,0.18
4165,254,4,30.5,44,1.861
2024,346,16,64.0,11,2.457
6798,333,4,16.0,26,0.0
337,86,1,2.0,44,0.05124
134,562,64,512.0,19,14.176
3741,37,32,64.0,57,5.984
2246,436,8,32.0,22,0.0
555,40,48,96.0,26,8.424
6877,479,16,64.0,19,0.0
3592,131,2,4.0,57,0.0
2010,421,32,128.0,9,0.0
6456,261,4,32.0,88,0.568
4057,459,1,4.0,44,0.0
4581,556,8,64.0,71,0.711
3331,98,64,128.0,44,3.84544
2185,734,896,24576.0,69,0.0
6401,607,128,1024.0,31,8.576
1460,703,2,4.0,94,0.1236
2542,109,8,16.0,17,0.0
4546,659,64,512.0,12,5.2614
1386,302,96,192.0,1,17.473
3247,45,36,72.0,10,0.0
3685,291,2,16.0,19,0.3735
5696,395,2,8.0,23,0.0856
5891,756,128,4096.0,30,0.0
2721,329,8,32.0,10,0.48
188,411,16,64.0,4,0.0
4722,353,8,32.0,16,0.0
6217,764,32,1024.0,27,8.5408
3787,19,8,16.0,54,3.47
1207,639,48,384.0,71,3.6516
5191,42,96,192.0,89,16.128
2387,44,16,32.0,90,6.96
5105,606,8,64.0,15,1.568
2692,345,8,32.0,27,0.595
5738,471,32,128.0,31,1.628
1682,617,16,128.0,9,7.24232
1040,579,96,768.0,22,41.9616
3312,147,48,96.0,27,2.18333
6101,755,8,256.0,71,0.0
3641,100,8,16.0,9,0.39984
5338,410,128,512.0,88,0.0
3618,604,64,512.0,0,4.832
3646,253,2,15.25,71,0.156
3793,323,16,64.0,28,0.0
653,189,8,32.0,19,1.66
667,48,72,192.0,16,0.0
2860,549,16,128.0,69,0.0
320,435,96,384.0,88,0.0
531,16,48,96.0,3,21.616
570,255,48,384.0,17,7.315
6629,427,8,32.0,19,0.0
5467,587,48,384.0,9,2.4806
6258,610,2,16.0,5,0.13
279,410,128,512.0,5,6.464
697,391,64,256.0,29,2.8672
937,10,4,7.5,16,0.744
4670,17,72,144.0,71,0.0
5009,738,128,1952.0,2,19.048
4033,274,2,16.0,69,0.239
3410,473,4,16.0,17,1.7394
5742,537,48,384.0,1,4.603
3556,568,4,32.0,0,1.902
3937,49,8,21.0,89,0.0
2848,181,16,122.0,29,0.0
4053,544,4,32.0,16,0.798
4283,96,4,8.0,30,0.0
1891,436,8,32.0,16,0.81848
172,173,48,96.0,89,2.35152
3376,292,4,32.0,89,2.0198
5780,577,48,384.0,88,0.0
6275,261,4,32.0,89,1.952
3650,280,192,1536.0,89,18.121
5664,357,4,16.0,5,0.0
6757,552,4,32.0,16,1.856
4976,24,48,96.0,28,7.944
1221,110,128,256.0,47,57.0048
160,58,128,256.0,69,4.896
5822,327,64,256.0,10,11.52
1810,524,8,64.0,1,1.564
4344,559,2,16.0,57,0.228
5133,442,48,192.0,19,0.0
6228,149,8,16.0,1,0.0
4495,588,64,512.0,30,3.776
6631,111,16,32.0,11,0.0
3832,729,224,6144.0,69,0.0
1606,601,1,8.0,28,0.0
2668,45,36,72.0,19,2.804
4794,701,8,32.0,48,0.0
2691,477,8,32.0,10,0.504
3967,574,32,256.0,57,7.616
6848,482,4,16.0,28,0.3007
2377,320,40,160.0,57,3.18
1437,150,16,32.0,30,6.80598
6673,527,2,16.0,0,0.0
3302,21,36,72.0,0,0.0
1646,107,64,128.0,22,11.6448
402,91,8,16.0,45,0.4922
317,707,4,16.0,8,0.2938
3863,98,64,128.0,57,5.0064
6147,250,8,61.0,33,0.0
6470,763,24,768.0,27,8.88
2822,741,128,3904.0,71,74.688
1026,430,32,128.0,26,3.57344
2885,478,192,768.0,31,0.0
5212,741,128,3904.0,17,0.0
344,566,32,256.0,16,3.2
5225,411,16,64.0,16,0.96
5489,567,2,16.0,17,0.0
2527,319,4,15.0,17,0.0
3678,355,32,128.0,33,5.856
2727,611,4,32.0,28,0.296
3290,107,64,128.0,0,0.0
610,371,32,128.0,71,2.445
856,109,8,16.0,6,0.0
6478,326,48,192.0,44,2.696
2306,151,32,64.0,89,0.0
1052,324,2,8.0,17,0.125
4980,470,16,64.0,9,1.08436
2113,628,2,16.0,17,0.30628
4427,635,16,128.0,69,3.31464
899,567,2,16.0,15,0.0
2085,556,8,64.0,75,3.778
6696,558,32,256.0,31,14.432
4010,334,48,192.0,27,3.115
2427,524,8,64.0,81,0.0
6270,413,2,8.0,23,0.107
1159,384,128,512.0,28,0.0
1637,316,8,30.0,1,0.0
2823,258,12,96.0,11,6.042
222,245,8,61.0,69,2.666
593,329,8,32.0,29,0.0
1196,478,192,768.0,27,14.0304
4382,528,4,32.0,71,1.752
1142,527,2,16.0,57,0.201
602,605,96,768.0,60,0.0
5790,355,32,128.0,48,2.758
3518,434,64,256.0,70,6.65088
3837,557,16,128.0,0,1.654
2614,702,2,8.0,12,0.1088
4261,455,8,32.0,39,0.0
4103,758,32,1024.0,15,9.6705
924,332,2,8.0,11,0.0
1447,246,16,122.0,11,3.867
714,339,32,128.0,27,0.0
2615,59,192,384.0,4,32.3712
958,701,8,32.0,57,3.5376
3698,330,16,64.0,85,7.19
1105,700,4,16.0,71,1.6856
6695,609,32,256.0,19,0.0
9,566,32,256.0,71,0.0
4218,350,48,192.0,88,21.192
526,520,4,30.5,30,0.792
2259,644,192,1536.0,33,0.0
5670,399,64,256.0,39,0.0
1403,329,8,32.0,43,1.505
6245,648,1,8.0,31,0.0809
5443,47,4,8.0,84,0.24
4989,57,8,16.0,88,0.5168
3371,415,48,192.0,27,21.1752
4229,512,32,244.0,26,0.0
1081,763,24,768.0,19,0.0
4432,27,8,16.0,88,0.0
4003,553,48,384.0,72,10.08
2850,44,16,32.0,84,2.88
403,547,96,768.0,69,43.152
5396,473,4,16.0,1,0.2414
2369,376,12,48.0,69,0.0
30,107,64,128.0,28,28.3008
2519,657,4,32.0,23,0.0
1090,50,16,42.0,0,2.96
4541,422,2,8.0,15,0.0
1812,756,128,4096.0,0,34.1752
1577,707,4,16.0,67,0.0
6507,539,96,768.0,1,0.0
5821,454,64,256.0,57,0.0
2025,17,72,144.0,33,4.673
6988,404,1,4.0,29,0.0528
3250,404,1,4.0,1,0.0572
1885,348,2,8.0,57,0.645
1303,335,64,256.0,71,3.834
1547,437,128,512.0,71,56.91072
5378,342,48,192.0,30,0.0
2920,300,2,8.0,69,0.0
4661,712,2,0.5,22,0.0052
1916,535,2,16.0,27,0.0
5804,761,8,256.0,19,3.378
2933,355,32,128.0,15,0.0
3734,537,48,384.0,19,9.576
4082,654,32,256.0,33,1.9168
1629,302,96,192.0,71,0.0
819,396,1,4.0,88,0.0448
4197,736,96,192.0,19,6.54588
4123,92,128,256.0,69,7.6032
6931,609,32,256.0,5,2.08
4492,576,4,32.0,4,0.404
5004,664,4,32.0,9,0.2795
1761,246,16,122.0,88,3.751
3796,385,192,768.0,71,11.5392
278,260,2,16.0,6,0.0
1321,23,4,8.0,30,0.27
129,256,96,768.0,10,0.0
5325,330,16,64.0,88,6.896
5305,320,40,160.0,17,0.0
1408,132,1,2.0,0,0.0434
3502,595,48,384.0,71,0.0
5707,553,48,384.0,33,0.0
5086,153,4,8.0,88,1.71147
3240,91,8,16.0,2,0.0
6424,100,8,16.0,9,0.0
3852,107,64,128.0,29,12.0144
5975,259,24,192.0,15,3.192
4580,58,128,256.0,16,0.0
101,701,8,32.0,11,0.3584
6637,40,48,96.0,62,8.64
2097,389,4,16.0,11,0.1111
4375,603,48,384.0,44,21.5532
1678,441,4,16.0,63,0.0
4956,666,64,512.0,16,6.1888
557,415,48,192.0,22,0.0
6194,478,192,768.0,1,12.1968
4013,547,96,768.0,27,9.6384
6414,517,16,122.0,11,1.3664
2269,584,32,256.0,26,2.7296
6707,476,96,384.0,19,17.7696
4302,648,1,8.0,26,0.15937
6365,88,48,96.0,63,0.0
5803,99,96,192.0,15,0.0
4181,648,1,8.0,89,0.0
4543,393,16,64.0,33,0.688
6111,149,8,16.0,1,3.407
4710,548,8,64.0,27,0.0
5806,428,128,512.0,16,0.0
5432,357,4,16.0,15,0.278
3411,420,16,64.0,18,0.0
66,557,16,128.0,48,1.678
1514,44,16,32.0,63,1.23
0,529,48,384.0,0,21.264
1782,413,2,8.0,31,0.582
4926,40,48,96.0,12,0.0
3214,608,16,128.0,12,0.0
4335,524,8,64.0,5,1.48
2789,616,128,1024.0,71,11.84
3298,43,8,16.0,75,0.654
3935,341,4,16.0,71,0.172
5611,521,48,384.0,20,10.652
4993,417,96,384.0,69,41.6952
417,269,96,768.0,29,9.5568
1382,129,16,32.0,22,0.6325
5056,251,16,122.0,6,1.496
2475,88,48,96.0,12,0.0
926,657,4,32.0,4,0.0
1813,319,4,15.0,1,1.836
1340,54,48,96.0,88,2.2896
1595,61,32,64.0,4,0.0
1972,671,32,256.0,17,14.5368
6212,328,96,384.0,12,5.952
5600,181,16,122.0,4,0.0
2952,740,8,244.0,69,4.668
4723,366,48,192.0,26,4.195
6109,385,192,768.0,57,0.0
4847,558,32,256.0,84,2.88
5788,40,48,96.0,62,3.691
1127,713,2,2.0,26,0.0216
1767,267,48,384.0,27,0.0
1406,329,8,32.0,39,0.0
4668,113,2,4.0,17,0.21565
3538,418,8,32.0,39,0.62832
6179,208,8,32.0,63,0.0
3088,597,8,64.0,33,0.0
25,289,192,1536.0,89,96.9504
1201,329,8,32.0,3,0.0
6674,649,4,32.0,19,0.43468
3775,343,64,256.0,11,3.229
3531,49,8,21.0,28,0.0
6206,328,96,384.0,0,0.0
833,72,48,96.0,16,0.0
2781,253,2,15.25,22,0.652
2321,42,96,192.0,1,41.568
6045,673,4,32.0,28,0.7908
2271,95,2,4.0,27,0.0
2572,411,16,64.0,19,1.2624
6828,400,8,32.0,22,0.4032
2165,358,48,192.0,26,9.648
4383,273,32,256.0,18,14.962
1705,20,16,32.0,57,7.048
1713,255,48,384.0,31,5.688
6266,531,96,768.0,27,0.0
3314,604,64,512.0,2,13.056
3987,665,48,384.0,9,21.25584
6510,41,72,144.0,22,0.0
4600,522,64,512.0,12,0.0
3584,273,32,256.0,19,0.0
1407,350,48,192.0,28,0.0
873,268,64,512.0,27,7.136
2541,240,16,64.0,89,2.856
3206,247,32,244.0,88,19.504
6849,751,96,1536.0,88,24.525
2772,714,4,16.0,19,0.0
674,75,16,32.0,89,0.0
4088,632,96,768.0,26,45.99648
6268,30,2,4.0,22,0.564
3194,368,96,384.0,26,6.768
6622,250,8,61.0,88,0.823
6759,425,64,256.0,39,6.60992
3504,54,48,96.0,27,1.96992
2450,51,36,96.0,31,0.0
5846,653,16,128.0,44,1.0067
1876,744,4,122.0,16,2.709
6959,560,4,32.0,17,0.0
3315,581,128,1024.0,11,0.0
3328,739,64,1952.0,89,0.0
6789,401,16,64.0,48,0.8864
743,350,48,192.0,11,3.739
4145,412,32,128.0,12,0.0
971,469,8,32.0,27,0.0
5273,707,4,16.0,57,0.7488
4878,353,8,32.0,0,0.572
3429,524,8,64.0,37,0.74
4898,342,48,192.0,28,3.691
4937,107,64,128.0,12,28.5664
189,394,32,128.0,18,1.3056
3927,338,16,64.0,28,6.8
4481,750,64,1024.0,0,8.003
2322,333,4,16.0,17,0.0
1330,228,16,64.0,19,0.0
6522,268,64,512.0,48,14.333
6499,630,48,384.0,19,5.08248
5367,37,32,64.0,29,2.189
457,523,96,768.0,29,43.104
1850,226,96,384.0,11,8.01555
2026,114,4,8.0,88,0.0
122,509,192,2048.0,71,0.0
6824,571,96,768.0,16,20.064
2464,646,32,256.0,33,14.72416
6233,728,448,6144.0,31,0.0
5988,685,32,256.0,31,0.0
3404,557,16,128.0,63,0.0
6667,607,128,1024.0,27,24.384
673,94,32,64.0,2,2.3648
5686,277,64,512.0,89,7.1219
1096,521,48,384.0,71,21.024
3813,758,32,1024.0,17,10.2113
4172,129,16,32.0,89,0.58
1452,730,448,9216.0,57,0.0
3345,252,32,244.0,4,15.296
2868,612,48,384.0,11,0.0
2164,572,8,64.0,71,1.556
6145,408,96,384.0,26,41.52
404,90,96,192.0,5,4.08
