sku,instanceType,vcpu,memory,region,price
10,2,20.0,160.0,38,1.68
10,2,20.0,160.0,38,8683.0
10,2,20.0,160.0,38,16336.0
8,2,104.0,672.0,36,8.694
8,2,104.0,672.0,36,44936.0
8,2,104.0,672.0,36,84541.0
0,0,16.0,64.0,5,1.224
0,0,16.0,64.0,5,6326.0
0,0,16.0,64.0,5,11902.0
9,2,16.0,128.0,19,1.094
9,2,16.0,128.0,19,5637.0
9,2,16.0,128.0,19,10642.0
2,1,32.0,128.0,20,3.264
2,1,32.0,128.0,20,1.792
9,2,16.0,128.0,3,1.31
9,2,16.0,128.0,3,6773.0
9,2,16.0,128.0,3,12742.0
2,0,32.0,128.0,23,1.984
2,0,32.0,128.0,23,10254.0
2,0,32.0,128.0,23,19292.0
1,0,2.0,8.0,15,0.112
1,0,2.0,8.0,15,579.0
1,0,2.0,8.0,15,1089.0
0,0,16.0,64.0,44,0.816
0,0,16.0,64.0,44,4217.0
0,0,16.0,64.0,44,7934.0
16,3,8.0,64.0,19,0.915
16,3,8.0,64.0,19,0.547
11,2,2.0,16.0,44,0.134
11,2,2.0,16.0,44,693.0
11,2,2.0,16.0,44,1303.0
2,0,32.0,128.0,5,2.448
2,0,32.0,128.0,5,12652.0
2,0,32.0,128.0,5,23803.0
7,1,96.0,384.0,53,9.936
7,1,96.0,384.0,53,5.52
11,3,2.0,16.0,21,0.24
11,3,2.0,16.0,21,0.148
3,1,48.0,192.0,9,4.632
3,1,48.0,192.0,9,2.424
5,1,64.0,256.0,52,6.63
5,1,64.0,256.0,52,3.686
26,5,64.0,512.0,33,9.97
26,5,64.0,512.0,33,7.03
7,0,96.0,384.0,54,5.898
7,0,96.0,384.0,54,30484.0
7,0,96.0,384.0,54,57352.0
15,3,64.0,512.0,48,9.396
15,3,64.0,512.0,48,6.452
10,2,20.0,160.0,53,1.52
10,2,20.0,160.0,53,7723.0
10,2,20.0,160.0,53,14780.0
2,0,32.0,128.0,16,2.33
2,0,32.0,128.0,16,12040.0
2,0,32.0,128.0,16,22652.0
14,3,4.0,32.0,3,0.512
14,3,4.0,32.0,3,0.328
12,2,32.0,256.0,29,2.189
12,2,32.0,256.0,29,11274.0
12,2,32.0,256.0,29,21283.0
11,3,2.0,16.0,3,0.256
11,3,2.0,16.0,3,0.164
10,2,20.0,160.0,32,1.26
10,2,20.0,160.0,32,6512.0
10,2,20.0,160.0,32,12252.0
5,0,64.0,256.0,17,4.784
5,0,64.0,256.0,17,24726.0
5,0,64.0,256.0,17,46518.0
7,1,96.0,384.0,38,10.512
7,1,96.0,384.0,38,6.096
11,3,2.0,16.0,54,0.253
11,3,2.0,16.0,54,0.161
0,0,16.0,64.0,32,0.768
0,0,16.0,64.0,32,3969.0
0,0,16.0,64.0,32,7468.0
18,4,128.0,2794.0,14,45.96
18,4,128.0,2794.0,14,237525.0
18,4,128.0,2794.0,14,422714.0
16,2,8.0,64.0,18,0.608
16,2,8.0,64.0,18,3142.0
16,2,8.0,64.0,18,5912.0
19,5,128.0,1024.0,33,19.95
19,5,128.0,1024.0,33,14.06
2,0,32.0,128.0,24,1.984
2,0,32.0,128.0,24,10254.0
2,0,32.0,128.0,24,19292.0
9,3,16.0,128.0,31,2.004
9,3,16.0,128.0,31,1.268
4,1,4.0,16.0,33,0.398
4,1,4.0,16.0,33,0.214
15,3,64.0,512.0,52,7.782
15,3,64.0,512.0,52,4.838
8,3,104.0,672.0,36,13.478
8,3,104.0,672.0,36,8.694
5,1,64.0,256.0,17,7.728
5,1,64.0,256.0,17,4.784
3,0,48.0,192.0,11,3.226
3,0,48.0,192.0,11,16106.0
3,0,48.0,192.0,11,31364.0
4,0,4.0,16.0,3,0.25
4,0,4.0,16.0,3,1290.0
4,0,4.0,16.0,3,2427.0
0,0,16.0,64.0,3,0.998
0,0,16.0,64.0,3,5160.0
0,0,16.0,64.0,3,9708.0
2,0,32.0,128.0,6,3.182
2,0,32.0,128.0,6,16448.0
2,0,32.0,128.0,6,30944.0
25,5,64.0,1397.0,53,32.82
25,5,64.0,1397.0,53,29.87
5,1,64.0,256.0,24,6.912
5,1,64.0,256.0,24,3.968
17,3,96.0,672.0,0,11.664
17,3,96.0,672.0,0,7.248
0,0,16.0,64.0,47,1.314
0,0,16.0,64.0,47,6792.0
0,0,16.0,64.0,47,12779.0
8,2,104.0,672.0,29,7.825
8,2,104.0,672.0,29,40305.0
8,2,104.0,672.0,29,76087.0
2,1,32.0,128.0,36,3.312
2,1,32.0,128.0,36,1.84
0,1,16.0,64.0,4,1.656
0,1,16.0,64.0,4,0.92
13,2,48.0,384.0,25,3.12
10,2,20.0,160.0,15,1.48
10,2,20.0,160.0,15,7649.0
10,2,20.0,160.0,15,14391.0
16,3,8.0,64.0,45,1.065
16,3,8.0,64.0,45,0.697
21,4,176.0,3892.0,10,71.002454
21,4,176.0,3892.0,10,366969.0
21,4,176.0,3892.0,10,653081.0
11,2,2.0,16.0,19,0.137
11,2,2.0,16.0,19,705.0
11,2,2.0,16.0,19,1330.0
6,1,8.0,32.0,29,0.8
6,1,8.0,32.0,29,0.432
14,2,4.0,32.0,40,0.302
14,2,4.0,32.0,40,1563.0
14,2,4.0,32.0,40,2940.0
8,3,104.0,672.0,24,13.478
8,3,104.0,672.0,24,8.694
27,5,96.0,1946.0,32,38.88384
27,5,96.0,1946.0,32,34.46784
4,0,4.0,16.0,1,0.24
4,0,4.0,16.0,1,1240.0
4,0,4.0,16.0,1,2334.0
7,0,96.0,384.0,22,5.376
7,0,96.0,384.0,22,27785.0
7,0,96.0,384.0,22,52274.0
4,0,4.0,16.0,15,0.224
4,0,4.0,16.0,15,1158.0
4,0,4.0,16.0,15,2178.0
20,5,16.0,128.0,57,2.20096
20,5,16.0,128.0,57,1.46496
1,1,2.0,8.0,57,0.188
1,1,2.0,8.0,57,0.096
10,2,20.0,160.0,39,2.184
10,2,20.0,160.0,39,11288.0
10,2,20.0,160.0,39,21236.0
2,1,32.0,128.0,53,3.312
2,1,32.0,128.0,53,1.84
2,1,32.0,128.0,1,3.392
2,1,32.0,128.0,1,1.92
17,2,96.0,672.0,29,6.566
17,2,96.0,672.0,29,33823.0
17,2,96.0,672.0,29,63849.0
2,1,32.0,128.0,17,3.864
2,1,32.0,128.0,17,2.392
10,3,20.0,160.0,3,2.558
10,3,20.0,160.0,3,1.638
17,2,96.0,672.0,10,6.834
17,2,96.0,672.0,10,35322.0
17,2,96.0,672.0,10,66453.0
12,2,32.0,256.0,54,2.58
12,2,32.0,256.0,54,13337.0
12,2,32.0,256.0,54,25092.0
3,0,48.0,192.0,45,3.182
3,0,48.0,192.0,45,16448.0
3,0,48.0,192.0,45,30944.0
8,3,104.0,672.0,52,13.433
8,3,104.0,672.0,52,8.649
17,3,96.0,672.0,40,11.674
17,3,96.0,672.0,40,7.258
16,2,8.0,64.0,19,0.547
16,2,8.0,64.0,19,2819.0
16,2,8.0,64.0,19,5321.0
2,0,32.0,128.0,18,1.84
2,0,32.0,128.0,18,9510.0
2,0,32.0,128.0,18,17891.0
6,1,8.0,32.0,1,0.848
6,1,8.0,32.0,1,0.48
16,2,8.0,64.0,47,0.885
16,2,8.0,64.0,47,4572.0
16,2,8.0,64.0,47,8602.0
2,0,32.0,128.0,31,2.016
2,0,32.0,128.0,31,10419.0
2,0,32.0,128.0,31,19921.0
12,3,32.0,256.0,51,3.911
12,3,32.0,256.0,51,2.439
15,3,64.0,512.0,26,7.104
15,3,64.0,512.0,26,4.16
13,3,48.0,384.0,42,6.472
13,3,48.0,384.0,42,4.264
8,3,104.0,672.0,43,12.849
8,3,104.0,672.0,43,8.065
0,0,16.0,64.0,11,1.075
0,0,16.0,64.0,11,5369.0
0,0,16.0,64.0,11,10455.0
17,2,96.0,672.0,19,6.566
17,2,96.0,672.0,19,33823.0
17,2,96.0,672.0,19,63849.0
6,0,8.0,32.0,53,0.46
6,0,8.0,32.0,53,2297.0
6,0,8.0,32.0,53,4473.0
26,5,64.0,512.0,32,8.80384
26,5,64.0,512.0,32,5.85984
4,1,4.0,16.0,26,0.386
4,1,4.0,16.0,26,0.202
14,3,4.0,32.0,23,0.488
14,3,4.0,32.0,23,0.304
16,2,8.0,64.0,53,0.608
16,2,8.0,64.0,53,3089.0
16,2,8.0,64.0,53,5912.0
12,2,32.0,256.0,42,2.843
12,2,32.0,256.0,42,14691.0
12,2,32.0,256.0,42,27640.0
2,1,32.0,128.0,45,3.594
2,1,32.0,128.0,45,2.122
17,3,96.0,672.0,22,11.52
17,3,96.0,672.0,22,7.104
19,5,128.0,1024.0,13,17.6
19,5,128.0,1024.0,13,11.71
7,0,96.0,384.0,9,4.848
7,0,96.0,384.0,9,25056.0
7,0,96.0,384.0,9,47140.0
13,3,48.0,384.0,50,5.76
13,3,48.0,384.0,50,3.552
14,3,4.0,32.0,43,0.466
14,3,4.0,32.0,43,0.282
6,0,8.0,32.0,22,0.448
6,0,8.0,32.0,22,2315.0
6,0,8.0,32.0,22,4356.0
13,2,48.0,384.0,15,3.552
13,2,48.0,384.0,15,18358.0
13,2,48.0,384.0,15,34538.0
6,1,8.0,32.0,45,0.898
6,1,8.0,32.0,45,0.53
5,1,64.0,256.0,42,7.276
5,1,64.0,256.0,42,4.332
11,2,2.0,16.0,9,0.13
11,2,2.0,16.0,9,672.0
11,2,2.0,16.0,9,1264.0
16,2,8.0,64.0,5,0.804
16,2,8.0,64.0,5,4155.0
16,2,8.0,64.0,5,7818.0
5,1,64.0,256.0,50,6.496
5,1,64.0,256.0,50,3.552
14,3,4.0,32.0,35,0.619
14,3,4.0,32.0,35,0.435
11,2,2.0,16.0,23,0.152
11,2,2.0,16.0,23,786.0
11,2,2.0,16.0,23,1478.0
9,2,16.0,128.0,34,1.338
9,2,16.0,128.0,34,6913.0
9,2,16.0,128.0,34,13006.0
17,2,96.0,672.0,56,6.048
17,2,96.0,672.0,56,31258.0
17,2,96.0,672.0,56,58808.0
16,2,8.0,64.0,3,0.655
16,2,8.0,64.0,3,3386.0
16,2,8.0,64.0,3,6371.0
1,1,2.0,8.0,10,0.2
1,1,2.0,8.0,10,0.108
6,1,8.0,32.0,4,0.828
6,1,8.0,32.0,4,0.46
0,0,16.0,64.0,27,0.944
0,0,16.0,64.0,27,4879.0
0,0,16.0,64.0,27,9179.0
11,3,2.0,16.0,43,0.233
11,3,2.0,16.0,43,0.141
7,0,96.0,384.0,41,5.76
7,0,96.0,384.0,41,28761.0
7,0,96.0,384.0,41,56008.0
5,0,64.0,256.0,18,3.68
5,0,64.0,256.0,18,19020.0
5,0,64.0,256.0,18,35783.0
5,1,64.0,256.0,49,6.71
5,1,64.0,256.0,49,3.766
16,3,8.0,64.0,42,1.079
16,3,8.0,64.0,42,0.711
14,2,4.0,32.0,29,0.274
14,2,4.0,32.0,29,1409.0
14,2,4.0,32.0,29,2660.0
11,3,2.0,16.0,19,0.229
11,3,2.0,16.0,19,0.137
10,2,20.0,160.0,49,1.551
10,2,20.0,160.0,49,8016.0
10,2,20.0,160.0,49,15081.0
9,2,16.0,128.0,44,1.072
9,2,16.0,128.0,44,5541.0
9,2,16.0,128.0,44,10424.0
17,2,96.0,672.0,38,8.064
17,2,96.0,672.0,38,41678.0
17,2,96.0,672.0,38,78411.0
12,3,32.0,256.0,48,4.698
12,3,32.0,256.0,48,3.226
9,3,16.0,128.0,45,2.13
9,3,16.0,128.0,45,1.394
27,4,96.0,1946.0,13,34.47
27,4,96.0,1946.0,13,178144.0
27,4,96.0,1946.0,13,317035.0
7,0,96.0,384.0,42,6.497
7,0,96.0,384.0,42,33581.0
7,0,96.0,384.0,42,63177.0
0,1,16.0,64.0,49,1.678
0,1,16.0,64.0,49,0.942
10,2,20.0,160.0,36,1.52
10,2,20.0,160.0,36,7856.0
10,2,20.0,160.0,36,14780.0
7,0,96.0,384.0,45,6.365
7,0,96.0,384.0,45,32896.0
7,0,96.0,384.0,45,61889.0
7,0,96.0,384.0,48,7.344
7,0,96.0,384.0,48,37959.0
7,0,96.0,384.0,48,71415.0
24,5,48.0,384.0,14,6.6
24,5,48.0,384.0,14,4.39
8,2,104.0,672.0,37,8.466
8,2,104.0,672.0,37,43012.0
8,2,104.0,672.0,37,82316.0
15,3,64.0,512.0,12,8.288
15,3,64.0,512.0,12,5.344
6,1,8.0,32.0,16,0.95
6,1,8.0,32.0,16,0.582
11,3,2.0,16.0,4,0.244
11,3,2.0,16.0,4,0.152
10,2,20.0,160.0,26,1.3
11,2,2.0,16.0,38,0.168
11,2,2.0,16.0,38,868.0
11,2,2.0,16.0,38,1634.0
2,0,32.0,128.0,13,1.536
2,0,32.0,128.0,13,7939.0
2,0,32.0,128.0,13,14935.0
28,4,96.0,768.0,10,9.93275
28,4,96.0,768.0,10,51336.0
28,4,96.0,768.0,10,91361.0
7,1,96.0,384.0,43,9.552
7,1,96.0,384.0,43,5.136
12,3,32.0,256.0,2,3.888
12,3,32.0,256.0,2,2.416
2,1,32.0,128.0,41,3.392
2,1,32.0,128.0,41,1.92
15,2,64.0,512.0,20,4.736
15,2,64.0,512.0,20,24478.0
15,2,64.0,512.0,20,46051.0
1,1,2.0,8.0,6,0.291
1,1,2.0,8.0,6,0.199
22,5,176.0,1536.0,57,24.21056
22,5,176.0,1536.0,57,16.11456
22,5,176.0,1536.0,33,27.43
22,5,176.0,1536.0,33,19.33
10,2,20.0,160.0,14,1.26
10,2,20.0,160.0,14,6512.0
10,2,20.0,160.0,14,12252.0
1,0,2.0,8.0,22,0.112
1,0,2.0,8.0,22,579.0
1,0,2.0,8.0,22,1089.0
16,3,8.0,64.0,6,1.413
16,3,8.0,64.0,6,1.045
12,2,32.0,256.0,2,2.416
12,2,32.0,256.0,2,12487.0
12,2,32.0,256.0,2,23492.0
28,4,96.0,768.0,53,11.42
28,4,96.0,768.0,53,59035.0
28,4,96.0,768.0,53,105063.0
12,2,32.0,256.0,0,2.416
12,2,32.0,256.0,0,12487.0
12,2,32.0,256.0,0,23492.0
4,0,4.0,16.0,20,0.224
4,0,4.0,16.0,20,1158.0
4,0,4.0,16.0,20,2178.0
27,5,96.0,1946.0,57,38.88384
27,5,96.0,1946.0,57,34.46784
11,3,2.0,16.0,20,0.24
11,3,2.0,16.0,20,0.148
11,3,2.0,16.0,57,0.218
11,3,2.0,16.0,57,0.126
8,3,104.0,672.0,28,13.072
8,3,104.0,672.0,28,8.288
16,2,8.0,64.0,38,0.672
16,2,8.0,64.0,38,3473.0
16,2,8.0,64.0,38,6534.0
17,3,96.0,672.0,46,12.442
17,3,96.0,672.0,46,4.013
3,0,48.0,192.0,17,3.588
3,0,48.0,192.0,17,18544.0
3,0,48.0,192.0,17,34888.0
13,2,48.0,384.0,30,3.326
13,2,48.0,384.0,30,17192.0
13,2,48.0,384.0,30,32345.0
14,3,4.0,32.0,42,0.539
14,3,4.0,32.0,42,0.355
23,4,32.0,256.0,41,3.808896
23,4,32.0,256.0,41,19686.0
23,4,32.0,256.0,41,35034.0
14,2,4.0,32.0,6,0.523
14,2,4.0,32.0,6,2701.0
14,2,4.0,32.0,6,5082.0
12,2,32.0,256.0,16,3.078
12,2,32.0,256.0,16,15910.0
12,2,32.0,256.0,16,29933.0
11,2,2.0,16.0,26,0.13
18,4,128.0,2794.0,13,45.96
18,4,128.0,2794.0,13,237525.0
18,4,128.0,2794.0,13,422714.0
0,0,16.0,64.0,53,0.92
0,0,16.0,64.0,53,4594.0
0,0,16.0,64.0,53,8946.0
15,3,64.0,512.0,13,6.976
15,3,64.0,512.0,13,4.032
20,4,16.0,128.0,40,1.76
20,4,16.0,128.0,40,9085.0
20,4,16.0,128.0,40,16167.0
13,2,48.0,384.0,52,3.629
13,2,48.0,384.0,52,18755.0
13,2,48.0,384.0,52,35285.0
2,1,32.0,128.0,40,3.315
2,1,32.0,128.0,40,1.843
2,0,32.0,128.0,4,1.84
2,0,32.0,128.0,4,9510.0
2,0,32.0,128.0,4,17891.0
5,0,64.0,256.0,47,5.257
5,0,64.0,256.0,47,27169.0
5,0,64.0,256.0,47,51115.0
13,3,48.0,384.0,48,7.047
13,3,48.0,384.0,48,4.839
17,2,96.0,672.0,50,7.104
17,2,96.0,672.0,50,36716.0
17,2,96.0,672.0,50,69076.0
5,0,64.0,256.0,1,3.84
5,0,64.0,256.0,1,19847.0
5,0,64.0,256.0,1,37339.0
19,4,128.0,1024.0,40,14.06
19,4,128.0,1024.0,40,72656.0
19,4,128.0,1024.0,40,129304.0
7,1,96.0,384.0,5,11.76
7,1,96.0,384.0,5,7.344
13,2,48.0,384.0,44,3.216
13,2,48.0,384.0,44,16622.0
13,2,48.0,384.0,44,31271.0
16,2,8.0,64.0,10,0.57
16,2,8.0,64.0,10,2944.0
16,2,8.0,64.0,10,5538.0
1,0,2.0,8.0,47,0.164
1,0,2.0,8.0,47,849.0
1,0,2.0,8.0,47,1597.0
8,3,104.0,672.0,1,13.421
8,3,104.0,672.0,1,8.637
19,4,128.0,1024.0,56,11.71
19,4,128.0,1024.0,56,60547.0
19,4,128.0,1024.0,56,107753.0
3,1,48.0,192.0,26,4.632
3,1,48.0,192.0,26,2.424
13,2,48.0,384.0,32,3.024
13,2,48.0,384.0,32,15629.0
13,2,48.0,384.0,32,29404.0
13,3,48.0,384.0,5,7.032
13,3,48.0,384.0,5,4.824
14,3,4.0,32.0,1,0.486
14,3,4.0,32.0,1,0.302
3,0,48.0,192.0,13,2.304
3,0,48.0,192.0,13,11908.0
3,0,48.0,192.0,13,22403.0
11,2,2.0,16.0,22,0.148
11,2,2.0,16.0,22,765.0
11,2,2.0,16.0,22,1439.0
23,4,32.0,256.0,44,4.102001
23,4,32.0,256.0,44,21201.0
23,4,32.0,256.0,44,37730.0
1,1,2.0,8.0,50,0.203
1,1,2.0,8.0,50,0.111
11,3,2.0,16.0,38,0.26
11,3,2.0,16.0,38,0.168
13,2,48.0,384.0,41,3.648
13,2,48.0,384.0,41,18535.0
13,2,48.0,384.0,41,35472.0
17,3,96.0,672.0,23,11.712
17,3,96.0,672.0,23,7.296
11,2,2.0,16.0,24,0.152
11,2,2.0,16.0,24,786.0
11,2,2.0,16.0,24,1478.0
15,2,64.0,512.0,0,4.832
15,2,64.0,512.0,0,24974.0
15,2,64.0,512.0,0,46984.0
6,1,8.0,32.0,42,0.909
6,1,8.0,32.0,42,0.541
9,2,16.0,128.0,14,1.008
9,2,16.0,128.0,14,5210.0
9,2,16.0,128.0,14,9801.0
